sample_id,smell_type,annotator_id,label
9,nested_view,A6,1
9,mutable_view,A6,1
9,blocking_view,A6,0
10,nested_view,A1,0
10,mutable_view,A1,0
10,blocking_view,A1,0
10,nested_view,A2,0
10,mutable_view,A2,0
10,blocking_view,A2,0
10,nested_view,A3,0
10,mutable_view,A3,1
10,blocking_view,A3,0
10,nested_view,A4,0
10,mutable_view,A4,1
10,blocking_view,A4,0
10,nested_view,A5,0
10,mutable_view,A5,0
10,blocking_view,A5,0
10,nested_view,A6,0
10,mutable_view,A6,0
10,blocking_view,A6,0
11,nested_view,A1,1
11,mutable_view,A1,1
11,blocking_view,A1,1
11,nested_view,A2,1
11,mutable_view,A2,1
11,blocking_view,A2,1
11,nested_view,A3,1
11,mutable_view,A3,1
11,blocking_view,A3,0
11,nested_view,A4,0
11,mutable_view,A4,1
11,blocking_view,A4,0
11,nested_view,A5,1
11,mutable_view,A5,1
11,blocking_view,A5,1
11,nested_view,A6,1
11,mutable_view,A6,1
11,blocking_view,A6,1
12,nested_view,A1,0
12,mutable_view,A1,0
12,blocking_view,A1,0
12,nested_view,A2,0
12,mutable_view,A2,0
12,blocking_view,A2,0
12,nested_view,A3,0
12,mutable_view,A3,1
12,blocking_view,A3,0
12,nested_view,A4,0
12,mutable_view,A4,0
12,blocking_view,A4,0
12,nested_view,A5,0
12,mutable_view,A5,0
12,blocking_view,A5,0
12,nested_view,A6,0
12,mutable_view,A6,1
12,blocking_view,A6,1
13,nested_view,A1,0
13,mutable_view,A1,1
13,blocking_view,A1,1
13,nested_view,A2,0
13,mutable_view,A2,1
13,blocking_view,A2,1
13,nested_view,A3,0
13,mutable_view,A3,1
13,blocking_view,A3,0
13,nested_view,A4,0
13,mutable_view,A4,1
13,blocking_view,A4,0
13,nested_view,A5,0
13,mutable_view,A5,1
13,blocking_view,A5,1
13,nested_view,A6,0
13,mutable_view,A6,1
13,blocking_view,A6,1
14,nested_view,A1,1
14,mutable_view,A1,1
14,blocking_view,A1,1
14,nested_view,A2,1
14,mutable_view,A2,1
14,blocking_view,A2,1
14,nested_view,A3,1
14,mutable_view,A3,1
14,blocking_view,A3,0
14,nested_view,A4,1
14,mutable_view,A4,1
14,blocking_view,A4,0
14,nested_view,A5,1
14,mutable_view,A5,1
14,blocking_view,A5,1
14,nested_view,A6,0
14,mutable_view,A6,1
14,blocking_view,A6,0
15,nested_view,A1,1
15,mutable_view,A1,1
15,blocking_view,A1,1
15,nested_view,A2,1
15,mutable_view,A2,0
15,blocking_view,A2,0
15,nested_view,A3,1
15,mutable_view,A3,0
15,blocking_view,A3,0
15,nested_view,A4,1
15,mutable_view,A4,1
15,blocking_view,A4,0
15,nested_view,A5,1
15,mutable_view,A5,0
15,blocking_view,A5,1
15,nested_view,A6,1
15,mutable_view,A6,1
15,blocking_view,A6,1
16,nested_view,A1,0
16,mutable_view,A1,0
16,blocking_view,A1,0
16,nested_view,A2,0
16,mutable_view,A2,0
16,blocking_view,A2,0
16,nested_view,A3,0
16,mutable_view,A3,0
16,blocking_view,A3,0
16,nested_view,A4,0
16,mutable_view,A4,1
16,blocking_view,A4,0
16,nested_view,A5,0
16,mutable_view,A5,0
16,blocking_view,A5,0
16,nested_view,A6,0
16,mutable_view,A6,0
16,blocking_view,A6,0
17,nested_view,A1,1
17,mutable_view,A1,1
17,blocking_view,A1,1
17,nested_view,A2,1
17,mutable_view,A2,1
17,blocking_view,A2,1
17,nested_view,A3,1
17,mutable_view,A3,1
17,blocking_view,A3,0
17,nested_view,A4,0
17,mutable_view,A4,1
17,blocking_view,A4,0
17,nested_view,A5,1
17,mutable_view,A5,1
17,blocking_view,A5,1
17,nested_view,A6,1
17,mutable_view,A6,1
17,blocking_view,A6,1
18,nested_view,A1,0
18,mutable_view,A1,0
18,blocking_view,A1,0
18,nested_view,A2,0
18,mutable_view,A2,0
18,blocking_view,A2,0
18,nested_view,A3,0
18,mutable_view,A3,1
18,blocking_view,A3,0
18,nested_view,A4,0
18,mutable_view,A4,0
18,blocking_view,A4,0
18,nested_view,A5,0
18,mutable_view,A5,0
18,blocking_view,A5,0
18,nested_view,A6,0
18,mutable_view,A6,1
18,blocking_view,A6,1
19,nested_view,A1,0
19,mutable_view,A1,1
19,blocking_view,A1,1
19,nested_view,A2,0
19,mutable_view,A2,1
19,blocking_view,A2,1
19,nested_view,A3,0
19,mutable_view,A3,1
19,blocking_view,A3,0
19,nested_view,A4,0
19,mutable_view,A4,1
19,blocking_view,A4,0
19,nested_view,A5,0
19,mutable_view,A5,1
19,blocking_view,A5,1
19,nested_view,A6,0
19,mutable_view,A6,1
19,blocking_view,A6,1
20,nested_view,A1,0
20,mutable_view,A1,0
20,blocking_view,A1,0
20,nested_view,A2,0
20,mutable_view,A2,0
20,blocking_view,A2,0
20,nested_view,A3,0
20,mutable_view,A3,0
20,blocking_view,A3,0
20,nested_view,A4,0
20,mutable_view,A4,0
20,blocking_view,A4,0
20,nested_view,A5,0
20,mutable_view,A5,0
20,blocking_view,A5,1
20,nested_view,A6,0
20,mutable_view,A6,0
20,blocking_view,A6,0
21,nested_view,A1,1
21,mutable_view,A1,1
21,blocking_view,A1,1
21,nested_view,A2,1
21,mutable_view,A2,0
21,blocking_view,A2,0
21,nested_view,A3,1
21,mutable_view,A3,1
21,blocking_view,A3,0
21,nested_view,A4,1
21,mutable_view,A4,1
21,blocking_view,A4,0
21,nested_view,A5,1
21,mutable_view,A5,1
21,blocking_view,A5,1
21,nested_view,A6,0
21,mutable_view,A6,1
21,blocking_view,A6,0
22,nested_view,A1,1
22,mutable_view,A1,1
22,blocking_view,A1,1
22,nested_view,A2,1
22,mutable_view,A2,0
22,blocking_view,A2,0
22,nested_view,A3,1
22,mutable_view,A3,0
22,blocking_view,A3,0
22,nested_view,A4,1
22,mutable_view,A4,1
22,blocking_view,A4,0
22,nested_view,A5,1
22,mutable_view,A5,0
22,blocking_view,A5,1
22,nested_view,A6,1
22,mutable_view,A6,1
22,blocking_view,A6,1
23,nested_view,A1,0
23,mutable_view,A1,0
23,blocking_view,A1,0
23,nested_view,A2,0
23,mutable_view,A2,0
23,blocking_view,A2,0
23,nested_view,A3,0
23,mutable_view,A3,0
23,blocking_view,A3,0
23,nested_view,A4,0
23,mutable_view,A4,1
23,blocking_view,A4,0
23,nested_view,A5,0
23,mutable_view,A5,0
23,blocking_view,A5,0
23,nested_view,A6,0
23,mutable_view,A6,0
23,blocking_view,A6,0
24,nested_view,A1,1
24,mutable_view,A1,0
24,blocking_view,A1,1
24,nested_view,A2,1
24,mutable_view,A2,1
24,blocking_view,A2,1
24,nested_view,A3,1
24,mutable_view,A3,0
24,blocking_view,A3,0
24,nested_view,A4,1
24,mutable_view,A4,1
24,blocking_view,A4,0
24,nested_view,A5,1
24,mutable_view,A5,0
24,blocking_view,A5,1
24,nested_view,A6,1
24,mutable_view,A6,0
24,blocking_view,A6,0
25,nested_view,A1,1
25,mutable_view,A1,1
25,blocking_view,A1,1
25,nested_view,A2,1
25,mutable_view,A2,1
25,blocking_view,A2,1
25,nested_view,A3,1
25,mutable_view,A3,0
25,blocking_view,A3,0
25,nested_view,A4,1
25,mutable_view,A4,1
25,blocking_view,A4,0
25,nested_view,A5,0
25,mutable_view,A5,0
25,blocking_view,A5,1
25,nested_view,A6,0
25,mutable_view,A6,0
25,blocking_view,A6,0
26,nested_view,A1,1
26,mutable_view,A1,0
26,blocking_view,A1,1
26,nested_view,A2,1
26,mutable_view,A2,0
26,blocking_view,A2,0
26,nested_view,A3,1
26,mutable_view,A3,0
26,blocking_view,A3,0
26,nested_view,A4,1
26,mutable_view,A4,1
26,blocking_view,A4,0
26,nested_view,A5,1
26,mutable_view,A5,0
26,blocking_view,A5,1
26,nested_view,A6,1
26,mutable_view,A6,0
26,blocking_view,A6,0
27,nested_view,A1,0
27,mutable_view,A1,0
27,blocking_view,A1,0
27,nested_view,A2,0
27,mutable_view,A2,0
27,blocking_view,A2,0
27,nested_view,A3,0
27,mutable_view,A3,0
27,blocking_view,A3,0
27,nested_view,A4,0
27,mutable_view,A4,1
27,blocking_view,A4,0
27,nested_view,A5,0
27,mutable_view,A5,0
27,blocking_view,A5,0
27,nested_view,A6,0
27,mutable_view,A6,0
27,blocking_view,A6,0
28,nested_view,A1,1
28,mutable_view,A1,0
28,blocking_view,A1,1
28,nested_view,A2,0
28,mutable_view,A2,0
28,blocking_view,A2,0
28,nested_view,A3,1
28,mutable_view,A3,0
28,blocking_view,A3,0
28,nested_view,A4,1
28,mutable_view,A4,1
28,blocking_view,A4,0
28,nested_view,A5,1
28,mutable_view,A5,0
28,blocking_view,A5,1
28,nested_view,A6,1
28,mutable_view,A6,0
28,blocking_view,A6,1
29,nested_view,A1,0
29,mutable_view,A1,0
29,blocking_view,A1,1
29,nested_view,A2,0
29,mutable_view,A2,0
29,blocking_view,A2,0
29,nested_view,A3,1
29,mutable_view,A3,0
29,blocking_view,A3,0
29,nested_view,A4,0
29,mutable_view,A4,1
29,blocking_view,A4,0
29,nested_view,A5,0
29,mutable_view,A5,0
29,blocking_view,A5,1
29,nested_view,A6,0
29,mutable_view,A6,0
29,blocking_view,A6,0
30,nested_view,A1,1
30,mutable_view,A1,0
30,blocking_view,A1,0
30,nested_view,A2,1
30,mutable_view,A2,0
30,blocking_view,A2,0
30,nested_view,A3,1
30,mutable_view,A3,0
30,blocking_view,A3,0
30,nested_view,A4,1
30,mutable_view,A4,0
30,blocking_view,A4,0
30,nested_view,A5,0
30,mutable_view,A5,0
30,blocking_view,A5,0
30,nested_view,A6,1
30,mutable_view,A6,0
30,blocking_view,A6,1
31,nested_view,A1,0
31,mutable_view,A1,0
31,blocking_view,A1,0
31,nested_view,A2,0
31,mutable_view,A2,0
31,blocking_view,A2,0
31,nested_view,A3,1
31,mutable_view,A3,0
31,blocking_view,A3,0
31,nested_view,A4,1
31,mutable_view,A4,0
31,blocking_view,A4,0
31,nested_view,A5,0
31,mutable_view,A5,0
31,blocking_view,A5,0
31,nested_view,A6,0
31,mutable_view,A6,0
31,blocking_view,A6,0
32,nested_view,A1,0
32,mutable_view,A1,0
32,blocking_view,A1,0
32,nested_view,A2,0
32,mutable_view,A2,0
32,blocking_view,A2,0
32,nested_view,A3,1
32,mutable_view,A3,0
32,blocking_view,A3,0
32,nested_view,A4,1
32,mutable_view,A4,0
32,blocking_view,A4,0
32,nested_view,A5,0
32,mutable_view,A5,0
32,blocking_view,A5,0
32,nested_view,A6,0
32,mutable_view,A6,0
32,blocking_view,A6,0
33,nested_view,A1,0
33,mutable_view,A1,1
33,blocking_view,A1,0
33,nested_view,A2,0
33,mutable_view,A2,0
33,blocking_view,A2,0
33,nested_view,A3,0
33,mutable_view,A3,0
33,blocking_view,A3,1
33,nested_view,A4,0
33,mutable_view,A4,1
33,blocking_view,A4,0
33,nested_view,A5,0
33,mutable_view,A5,0
33,blocking_view,A5,0
33,nested_view,A6,0
33,mutable_view,A6,0
33,blocking_view,A6,0
34,nested_view,A1,0
34,mutable_view,A1,1
34,blocking_view,A1,1
34,nested_view,A2,0
34,mutable_view,A2,0
34,blocking_view,A2,0
34,nested_view,A3,0
34,mutable_view,A3,0
34,blocking_view,A3,1
34,nested_view,A4,0
34,mutable_view,A4,1
34,blocking_view,A4,0
34,nested_view,A5,0
34,mutable_view,A5,0
34,blocking_view,A5,0
34,nested_view,A6,0
34,mutable_view,A6,0
34,blocking_view,A6,0
35,nested_view,A1,0
35,mutable_view,A1,1
35,blocking_view,A1,0
35,nested_view,A2,0
35,mutable_view,A2,0
35,blocking_view,A2,0
35,nested_view,A3,0
35,mutable_view,A3,0
35,blocking_view,A3,1
35,nested_view,A4,0
35,mutable_view,A4,1
35,blocking_view,A4,0
35,nested_view,A5,0
35,mutable_view,A5,0
35,blocking_view,A5,0
35,nested_view,A6,0
35,mutable_view,A6,0
35,blocking_view,A6,0
36,nested_view,A1,0
36,mutable_view,A1,1
36,blocking_view,A1,1
36,nested_view,A2,0
36,mutable_view,A2,0
36,blocking_view,A2,0
36,nested_view,A3,0
36,mutable_view,A3,0
36,blocking_view,A3,1
36,nested_view,A4,0
36,mutable_view,A4,1
36,blocking_view,A4,0
36,nested_view,A5,0
36,mutable_view,A5,0
36,blocking_view,A5,0
36,nested_view,A6,0
36,mutable_view,A6,0
36,blocking_view,A6,0
37,nested_view,A1,0
37,mutable_view,A1,0
37,blocking_view,A1,0
37,nested_view,A2,0
37,mutable_view,A2,0
37,blocking_view,A2,0
37,nested_view,A3,0
37,mutable_view,A3,0
37,blocking_view,A3,1
37,nested_view,A4,0
37,mutable_view,A4,0
37,blocking_view,A4,0
37,nested_view,A5,0
37,mutable_view,A5,0
37,blocking_view,A5,0
37,nested_view,A6,0
37,mutable_view,A6,0
37,blocking_view,A6,0
38,nested_view,A1,0
38,mutable_view,A1,1
38,blocking_view,A1,1
38,nested_view,A2,0
38,mutable_view,A2,0
38,blocking_view,A2,0
38,nested_view,A3,0
38,mutable_view,A3,0
38,blocking_view,A3,1
38,nested_view,A4,0
38,mutable_view,A4,1
38,blocking_view,A4,0
38,nested_view,A5,0
38,mutable_view,A5,0
38,blocking_view,A5,0
38,nested_view,A6,0
38,mutable_view,A6,0
38,blocking_view,A6,0
39,nested_view,A1,0
39,mutable_view,A1,1
39,blocking_view,A1,1
39,nested_view,A2,0
39,mutable_view,A2,0
39,blocking_view,A2,0
39,nested_view,A3,0
39,mutable_view,A3,0
39,blocking_view,A3,1
39,nested_view,A4,0
39,mutable_view,A4,1
39,blocking_view,A4,1
39,nested_view,A5,0
39,mutable_view,A5,0
39,blocking_view,A5,0
39,nested_view,A6,0
39,mutable_view,A6,0
39,blocking_view,A6,0
40,nested_view,A1,0
40,mutable_view,A1,1
40,blocking_view,A1,1
40,nested_view,A2,0
40,mutable_view,A2,0
40,blocking_view,A2,0
40,nested_view,A3,0
40,mutable_view,A3,0
40,blocking_view,A3,1
40,nested_view,A4,0
40,mutable_view,A4,1
40,blocking_view,A4,0
40,nested_view,A5,0
40,mutable_view,A5,0
40,blocking_view,A5,0
40,nested_view,A6,0
40,mutable_view,A6,0
40,blocking_view,A6,0
41,nested_view,A1,0
41,mutable_view,A1,1
41,blocking_view,A1,1
41,nested_view,A2,0
41,mutable_view,A2,0
41,blocking_view,A2,0
41,nested_view,A3,0
41,mutable_view,A3,0
41,blocking_view,A3,1
41,nested_view,A4,0
41,mutable_view,A4,1
41,blocking_view,A4,0
41,nested_view,A5,0
41,mutable_view,A5,0
41,blocking_view,A5,0
41,nested_view,A6,0
41,mutable_view,A6,0
41,blocking_view,A6,0
42,nested_view,A1,0
42,mutable_view,A1,1
42,blocking_view,A1,1
42,nested_view,A2,0
42,mutable_view,A2,0
42,blocking_view,A2,0
42,nested_view,A3,0
42,mutable_view,A3,0
42,blocking_view,A3,1
42,nested_view,A4,0
42,mutable_view,A4,1
42,blocking_view,A4,0
42,nested_view,A5,0
42,mutable_view,A5,0
42,blocking_view,A5,0
42,nested_view,A6,0
42,mutable_view,A6,0
42,blocking_view,A6,0
43,nested_view,A1,0
43,mutable_view,A1,1
43,blocking_view,A1,1
43,nested_view,A2,0
43,mutable_view,A2,0
43,blocking_view,A2,0
43,nested_view,A3,0
43,mutable_view,A3,0
43,blocking_view,A3,1
43,nested_view,A4,0
43,mutable_view,A4,1
43,blocking_view,A4,0
43,nested_view,A5,0
43,mutable_view,A5,0
43,blocking_view,A5,0
43,nested_view,A6,0
43,mutable_view,A6,0
43,blocking_view,A6,0
44,nested_view,A1,0
44,mutable_view,A1,0
44,blocking_view,A1,1
44,nested_view,A2,0
44,mutable_view,A2,0
44,blocking_view,A2,0
44,nested_view,A3,0
44,mutable_view,A3,0
44,blocking_view,A3,0
44,nested_view,A4,0
44,mutable_view,A4,0
44,blocking_view,A4,0
44,nested_view,A5,0
44,mutable_view,A5,0
44,blocking_view,A5,1
44,nested_view,A6,0
44,mutable_view,A6,0
44,blocking_view,A6,1
45,nested_view,A1,1
45,mutable_view,A1,0
45,blocking_view,A1,1
45,nested_view,A2,1
45,mutable_view,A2,1
45,blocking_view,A2,0
45,nested_view,A3,0
45,mutable_view,A3,0
45,blocking_view,A3,0
45,nested_view,A4,1
45,mutable_view,A4,1
45,blocking_view,A4,0
45,nested_view,A5,1
45,mutable_view,A5,0
45,blocking_view,A5,1
45,nested_view,A6,0
45,mutable_view,A6,0
45,blocking_view,A6,1
46,nested_view,A1,1
46,mutable_view,A1,0
46,blocking_view,A1,1
46,nested_view,A2,1
46,mutable_view,A2,1
46,blocking_view,A2,0
46,nested_view,A3,1
46,mutable_view,A3,0
46,blocking_view,A3,0
46,nested_view,A4,1
46,mutable_view,A4,1
46,blocking_view,A4,0
46,nested_view,A5,1
46,mutable_view,A5,0
46,blocking_view,A5,1
46,nested_view,A6,0
46,mutable_view,A6,0
46,blocking_view,A6,1
47,nested_view,A1,1
47,mutable_view,A1,0
47,blocking_view,A1,0
47,nested_view,A2,0
47,mutable_view,A2,1
47,blocking_view,A2,0
47,nested_view,A3,0
47,mutable_view,A3,0
47,blocking_view,A3,0
47,nested_view,A4,1
47,mutable_view,A4,1
47,blocking_view,A4,0
47,nested_view,A5,0
47,mutable_view,A5,0
47,blocking_view,A5,0
47,nested_view,A6,0
47,mutable_view,A6,0
47,blocking_view,A6,0
48,nested_view,A1,1
48,mutable_view,A1,0
48,blocking_view,A1,0
48,nested_view,A2,0
48,mutable_view,A2,1
48,blocking_view,A2,0
48,nested_view,A3,0
48,mutable_view,A3,0
48,blocking_view,A3,0
48,nested_view,A4,1
48,mutable_view,A4,1
48,blocking_view,A4,0
48,nested_view,A5,0
48,mutable_view,A5,0
48,blocking_view,A5,0
48,nested_view,A6,0
48,mutable_view,A6,0
48,blocking_view,A6,0
49,nested_view,A1,0
49,mutable_view,A1,0
49,blocking_view,A1,0
49,nested_view,A2,0
49,mutable_view,A2,0
49,blocking_view,A2,0
49,nested_view,A3,0
49,mutable_view,A3,0
49,blocking_view,A3,0
49,nested_view,A4,0
49,mutable_view,A4,1
49,blocking_view,A4,0
49,nested_view,A5,0
49,mutable_view,A5,0
49,blocking_view,A5,0
49,nested_view,A6,0
49,mutable_view,A6,0
49,blocking_view,A6,0
50,nested_view,A1,1
50,mutable_view,A1,1
50,blocking_view,A1,1
50,nested_view,A2,1
50,mutable_view,A2,0
50,blocking_view,A2,0
50,nested_view,A3,0
50,mutable_view,A3,0
50,blocking_view,A3,0
50,nested_view,A4,1
50,mutable_view,A4,1
50,blocking_view,A4,0
50,nested_view,A5,1
50,mutable_view,A5,1
50,blocking_view,A5,1
50,nested_view,A6,1
50,mutable_view,A6,0
50,blocking_view,A6,1
51,nested_view,A1,0
51,mutable_view,A1,1
51,blocking_view,A1,1
51,nested_view,A2,0
51,mutable_view,A2,0
51,blocking_view,A2,0
51,nested_view,A3,0
51,mutable_view,A3,0
51,blocking_view,A3,0
51,nested_view,A4,0
51,mutable_view,A4,0
51,blocking_view,A4,0
51,nested_view,A5,0
51,mutable_view,A5,1
51,blocking_view,A5,1
51,nested_view,A6,0
51,mutable_view,A6,0
51,blocking_view,A6,1
52,nested_view,A1,0
52,mutable_view,A1,1
52,blocking_view,A1,1
52,nested_view,A2,0
52,mutable_view,A2,0
52,blocking_view,A2,0
52,nested_view,A3,0
52,mutable_view,A3,0
52,blocking_view,A3,0
52,nested_view,A4,0
52,mutable_view,A4,1
52,blocking_view,A4,0
52,nested_view,A5,0
52,mutable_view,A5,1
52,blocking_view,A5,1
52,nested_view,A6,0
52,mutable_view,A6,0
52,blocking_view,A6,1
53,nested_view,A1,0
53,mutable_view,A1,0
53,blocking_view,A1,1
53,nested_view,A2,0
53,mutable_view,A2,0
53,blocking_view,A2,0
53,nested_view,A3,0
53,mutable_view,A3,0
53,blocking_view,A3,0
53,nested_view,A4,0
53,mutable_view,A4,0
53,blocking_view,A4,0
53,nested_view,A5,0
53,mutable_view,A5,0
53,blocking_view,A5,1
53,nested_view,A6,0
53,mutable_view,A6,0
53,blocking_view,A6,0
54,nested_view,A1,1
54,mutable_view,A1,1
54,blocking_view,A1,1
54,nested_view,A2,1
54,mutable_view,A2,0
54,blocking_view,A2,0
54,nested_view,A3,0
54,mutable_view,A3,0
54,blocking_view,A3,0
54,nested_view,A4,1
54,mutable_view,A4,1
54,blocking_view,A4,0
54,nested_view,A5,1
54,mutable_view,A5,1
54,blocking_view,A5,1
54,nested_view,A6,1
54,mutable_view,A6,0
54,blocking_view,A6,1
55,nested_view,A1,0
55,mutable_view,A1,0
55,blocking_view,A1,0
55,nested_view,A2,0
55,mutable_view,A2,0
55,blocking_view,A2,0
55,nested_view,A3,0
55,mutable_view,A3,0
55,blocking_view,A3,0
55,nested_view,A4,0
55,mutable_view,A4,1
55,blocking_view,A4,0
55,nested_view,A5,0
55,mutable_view,A5,0
55,blocking_view,A5,0
55,nested_view,A6,0
55,mutable_view,A6,0
55,blocking_view,A6,0
56,nested_view,A1,0
56,mutable_view,A1,1
56,blocking_view,A1,0
56,nested_view,A2,0
56,mutable_view,A2,0
56,blocking_view,A2,0
56,nested_view,A3,0
56,mutable_view,A3,0
56,blocking_view,A3,0
56,nested_view,A4,0
56,mutable_view,A4,1
56,blocking_view,A4,0
56,nested_view,A5,0
56,mutable_view,A5,1
56,blocking_view,A5,0
56,nested_view,A6,0
56,mutable_view,A6,0
56,blocking_view,A6,0
57,nested_view,A1,0
57,mutable_view,A1,1
57,blocking_view,A1,0
57,nested_view,A2,0
57,mutable_view,A2,0
57,blocking_view,A2,0
57,nested_view,A3,0
57,mutable_view,A3,0
57,blocking_view,A3,0
57,nested_view,A4,0
57,mutable_view,A4,1
57,blocking_view,A4,0
57,nested_view,A5,0
57,mutable_view,A5,1
57,blocking_view,A5,0
57,nested_view,A6,0
57,mutable_view,A6,0
57,blocking_view,A6,0
58,nested_view,A1,0
58,mutable_view,A1,0
58,blocking_view,A1,0
58,nested_view,A2,0
58,mutable_view,A2,0
58,blocking_view,A2,0
58,nested_view,A3,0
58,mutable_view,A3,0
58,blocking_view,A3,0
58,nested_view,A4,0
58,mutable_view,A4,0
58,blocking_view,A4,0
58,nested_view,A5,0
58,mutable_view,A5,0
58,blocking_view,A5,0
58,nested_view,A6,0
58,mutable_view,A6,0
58,blocking_view,A6,0
59,nested_view,A1,0
59,mutable_view,A1,0
59,blocking_view,A1,0
59,nested_view,A2,0
59,mutable_view,A2,0
59,blocking_view,A2,0
59,nested_view,A3,0
59,mutable_view,A3,0
59,blocking_view,A3,0
59,nested_view,A4,0
59,mutable_view,A4,0
59,blocking_view,A4,0
59,nested_view,A5,0
59,mutable_view,A5,0
59,blocking_view,A5,0
59,nested_view,A6,0
59,mutable_view,A6,0
59,blocking_view,A6,0
60,nested_view,A1,0
60,mutable_view,A1,0
60,blocking_view,A1,0
60,nested_view,A2,0
60,mutable_view,A2,0
60,blocking_view,A2,0
60,nested_view,A3,0
60,mutable_view,A3,0
60,blocking_view,A3,0
60,nested_view,A4,0
60,mutable_view,A4,0
60,blocking_view,A4,0
60,nested_view,A5,0
60,mutable_view,A5,0
60,blocking_view,A5,0
60,nested_view,A6,0
60,mutable_view,A6,0
60,blocking_view,A6,0
61,nested_view,A1,0
61,mutable_view,A1,0
61,blocking_view,A1,0
61,nested_view,A2,0
61,mutable_view,A2,0
61,blocking_view,A2,0
61,nested_view,A3,0
61,mutable_view,A3,0
61,blocking_view,A3,0
61,nested_view,A4,0
61,mutable_view,A4,0
61,blocking_view,A4,0
61,nested_view,A5,0
61,mutable_view,A5,0
61,blocking_view,A5,0
61,nested_view,A6,0
61,mutable_view,A6,0
61,blocking_view,A6,0
62,nested_view,A1,1
62,mutable_view,A1,0
62,blocking_view,A1,0
62,nested_view,A2,0
